0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+02,-3.000000000000000000e+02,9.751769999999999605e-01,2.214280000000000137e-01,1.279291663709587290e+01
3.000000000000000000e+02,-3.100000000000000000e+02,9.457670000000000243e-01,3.248449999999999949e-01,1.895618962361086091e+01
3.000000000000000000e+02,-3.200000000000000000e+02,9.457670000000000243e-01,3.248449999999999949e-01,1.895618962361086091e+01
3.000000000000000000e+02,-3.300000000000000000e+02,9.457670000000000243e-01,3.248449999999999949e-01,1.895618962361086091e+01
3.000000000000000000e+02,-3.400000000000000000e+02,9.457670000000000243e-01,3.248449999999999949e-01,1.895618962361086091e+01
3.000000000000000000e+02,-3.500000000000000000e+02,8.881470000000000198e-01,4.595589999999999953e-01,2.735866064262015485e+01
3.000000000000000000e+02,-3.600000000000000000e+02,7.992470000000000407e-01,6.010020000000000362e-01,3.694171222445600478e+01
3.000000000000000000e+02,-3.700000000000000000e+02,6.707309999999999661e-01,7.417010000000000547e-01,4.787650277136716426e+01
3.000000000000000000e+02,-3.800000000000000000e+02,3.326120000000000188e-01,9.430640000000000134e-01,7.057261439717167661e+01
3.000000000000000000e+02,-3.900000000000000000e+02,5.853089999999999682e-02,9.982860000000000067e-01,8.664451003570623300e+01
3.000000000000000000e+02,-4.000000000000000000e+02,-2.076330000000000120e-01,9.782070000000000487e-01,1.019836735387608542e+02
3.000000000000000000e+02,-4.100000000000000000e+02,-4.898429999999999729e-01,8.718110000000000026e-01,1.193302535377784039e+02
3.000000000000000000e+02,-4.200000000000000000e+02,-7.337209999999999566e-01,6.794510000000000272e-01,1.371992473075686689e+02
3.000000000000000000e+02,-4.300000000000000000e+02,-8.981200000000000294e-01,4.397510000000000030e-01,1.539120116427343135e+02
3.000000000000000000e+02,-4.400000000000000000e+02,-9.904960000000000431e-01,1.375409999999999966e-01,1.720944200202416994e+02
3.000000000000000000e+02,-4.500000000000000000e+02,-9.812760000000000371e-01,-1.926070000000000004e-01,-1.688950352687348868e+02
